product_name,brand,declared_allergens,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,source_dataset
Muesli Bars Chocolate,Crownfield,"en:gluten, en:milk, en:peanuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Muesli Crunchy fruits rouges,Crownfield,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Special Flakes Chocolate Noir,Crownfield,"en:gluten, en:milk, en:nuts, en:peanuts",True,True,True,False,False,False,Declared allergens + Dietary restrictions
Special Flakes Classic,Crownfield,"en:gluten, en:pode-conter-vestigios-de-outros-cereais-com-gluten, en:amendoins-e-leite, en:frutos-de-casca-rija",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Swiss Style Muesli,Crownfield,"en:gluten, en:milk, en:nuts",True,True,True,False,False,False,Declared allergens + Dietary restrictions
Tropical Granola,Crownfield,"en:banana, en:nuts, en:sulphur-dioxide-and-sulphites",False,False,True,False,False,False,Declared allergens + Dietary restrictions
Wholegrain Wheat Bixies,Crownfield,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
bio organic oat flakes,Crownfield,,False,False,False,False,False,False,Dietary restrictions
bitesize wheat shreds,Crownfield,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
premium müsli,Crownfield (Lidl),"en:gluten, en:sulphur-dioxide-and-sulphites",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Corn Flakes,"Crownfield, Lidl","en:gluten, en:milk, en:peanuts",True,True,True,False,False,False,Declared allergens + Dietary restrictions
Crownfield Special Flakes Red Fruit,"Crownfield, Lidl",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Knusper Müsli Schoko,"Crownfield, Lidl","en:gluten, en:milk, de:dinkelweizenmehl",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Muesli Crunchy,"Crownfield, Lidl","en:gluten, en:milk, en:nuts, en:peanuts",True,True,True,False,False,False,Declared allergens + Dietary restrictions
Nougat Bits,"Crownfield, Lidl, Nordgetreide","en:gluten, en:milk, en:nuts, en:peanuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Bio Knusper Müsli Früchte,"Crownfield,Lidl",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Bran Flakes,"Crownfield,Lidl",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Crunchy Muesli Multi Fruit,"Crownfield,Lidl","en:gluten, en:milk, en:peanuts",True,True,True,False,False,False,Declared allergens + Dietary restrictions
Fiocchi di avena integrali,"Crownfield,Lidl",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Muesli 4 nuts,"Crownfield,Lidl","en:gluten, en:milk, en:nuts, en:peanuts",True,True,True,False,False,False,Declared allergens + Dietary restrictions
Muesli Crunchy 0%,"Crownfield,Lidl","en:gluten, es:avena, es:avena",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Traube-Nuss Müsli 68% Vollkorn,"Crownfield,Lidl","en:gluten, en:nuts, en:peanuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Müsli Multifrucht,"Crownfield,Lidl,Brüggen","en:gluten, en:nuts, en:peanuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Cruesli miel et noisettes,"Cruesli, QUAKER","en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Quaker Cruesli Chocolat noisette,"Cruesli,PepsiCo,QUAKER,Quarker","en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Purée de Pois Cassés,Créaline,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Tomato Passata,Cucina,,False,False,False,False,False,False,Dietary restrictions
Tomato purée,Cucina,,False,False,False,False,False,False,Dietary restrictions
"Cully & sully, Chicken Vegetable Soup",Cully & Sully,"en:celery, en:chicken, en:milk",False,True,False,False,False,False,Declared allergens + Dietary restrictions
Curly cacahuète l'original,"Curly, Intersnack, Vico",en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Curly cacahuete,"Curly, Vico",en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Cuetara Digesta Light 200G Marie Cookies,Cuétara,"en:gluten, en:milk, en:sulphur-dioxide-and-sulphites",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Krit crackers,Cuétara,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Tosta Rica,Cuétara,"en:gluten, en:milk, en:sulphur-dioxide-and-sulphites",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Krit krititas galletas saladas,"Cuétara, Krit","en:gluten, en:sulphur-dioxide-and-sulphites",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Tahini,Cypressa,,False,False,False,False,False,False,Dietary restrictions
Tofu cuisiné pesto et graines de courges,CÉRÉAL BIO,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Quadro l'original,Cémoi,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Cuisiné cappelletti,Céréal BIO,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Galettes Boulgour & Sarrasin à l'Emmental,Céréal BIO,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
CROQ'SOJA Curry et Pavot,Céréal Bio,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Croq' soja à la provencale,Céréal Bio,"en:gluten, en:soybeans, fr:avoine",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Galettes boulghour & épeautre,Céréal Bio,"en:celery, en:gluten",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Galettes boulghour parmesan & tomates confites,Céréal Bio,"en:gluten, en:milk, fr:avoine",True,True,False,False,False,False,Declared allergens + Dietary restrictions
"Lentilles cuisinées, riz & soja",Céréal Bio,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Les Galettes Boulgour & Quinoa - Tomate & Paprika,Céréal Bio,"en:gluten, fr:avoine",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Les galettes orge et boulgour au chèvre miel,Céréal Bio,"en:gluten, en:milk, fr:avoine",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Sablés bio chocolat noir intense,Céréal Bio,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Tartines craquantes sarrasin,Céréal Bio,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Galettes millet et boulghour aux champignons,Céréal bio,"en:gluten, fr:avoine",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Tartines Craquantes Multi-Céréales,Céréal bio,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
"Tendres carrés de blé aux aubergine, poivron,  basilic",Céréal bio,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
"Ravioli au tofu, tomates, basilic",Céréales bio,"en:celery, en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Sel fin iodé,Cérébos,en:none,False,False,False,False,False,False,Declared allergens + Dietary restrictions
180G C OR NOIR NOISETTE,"Côte D’Or, Mondelez","en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
180G LT NOISETTE COTE D OR,Côte d'Or,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Chocolat Bio noir 85%,Côte d'Or,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
L'original noir,Côte d'Or,"en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Noir 86% Extra intense,"Côte d'Or, Mondelēz","en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Chocolat noir Bio 70%,"Côte d'Or,Mondelez International",,False,False,False,False,False,False,Dietary restrictions
Noir 70% Intense,"Côte d'Or,Mondelēz","en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Mignonnette noir de noir,"Côte d'or,Kraft Foods,Mondelez International","en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Noir amandes entières,"Côte d'or,Mondelez","en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
L'original lait,"Côte d’or,Mondelez","en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
L'Original noir,"Côté d'Or, Mondelez","en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Camembert,Cœur de Lion,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Curry de pois chiches aux épices douces d'aucy 380g,D'aucy,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Haricots rouges d'aucy 250g,D'aucy,,False,False,False,False,False,False,Dietary restrictions
Lentilles préparées Cultivés en France d'aucy 265g,D'aucy,,False,False,False,False,False,False,Dietary restrictions
Yaourt le nature,"D.P.F.F.,Danone,Danone Produits Frais France",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Activia bifidus saveur vanille sans arome artificiel 125 g x 4,DANONE,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Velouté,DANONE,,False,False,False,False,False,False,Dietary restrictions
Desperados Original aguardiente,"DESPERADOS, HEINEKEN",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Tofu smoked,DONAU SOJA,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Organic Crisp Bread,DR KARG'S,"en:gluten, en:milk, en:sesame-seeds",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Formule boost,Daco Bello,"en:nuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
Cassonade pure canne,Daddy,,False,False,False,False,False,False,Dietary restrictions
Profil pack pure canne bio kraft daddy 750g,Daddy,,False,False,False,False,False,False,Dietary restrictions
Sucre de Fleur de Coco Bio,Daddy,,False,False,False,False,False,False,Dietary restrictions
Sucre de glace,Daddy,,False,False,False,False,False,False,Dietary restrictions
Sucre en poudre,Daddy,,False,False,False,False,False,False,Dietary restrictions
British Butter Unsalted,Dairy Manor,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Краве масло 80.5%,"Dairy Manor, Morning Fresh",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Danette chklat,Danette,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Panna Cotta,Danette,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
asiri fraise,Danon,,False,False,False,False,False,False,Dietary restrictions
Actimel,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Activia,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Activia Céréales,Danone,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Activia Rhubarb Yogurt,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Activia selection,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Activia with Real Pieces of Strawberry,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Ain Saiss Eau Minerale Naturelle,Danone,,False,False,False,False,False,False,Dietary restrictions
Ain Saïss,Danone,,False,False,False,False,False,False,Dietary restrictions
Ain saiss,Danone,,False,False,False,False,False,False,Dietary restrictions
Assil vanille,Danone,,False,False,False,False,False,False,Dietary restrictions
Assiri Panaché,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Blédilait Croissance,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Crème caramel,Danone,,False,False,False,False,False,False,Dietary restrictions
DANONE ASSIL BANANE,Danone,,False,False,False,False,False,False,Dietary restrictions
Dan up,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Danao Pèche-Abricot,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Danette,Danone,,False,False,False,False,False,False,Dietary restrictions
Danino,Danone,,False,False,False,False,False,False,Dietary restrictions
Danone (zéro sucre ajouté zéro matière grasse),Danone,,False,False,False,False,False,False,Dietary restrictions
Danone assil saveur coco,Danone,,False,False,False,False,False,False,Dietary restrictions
Danone max,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Danone max red fruit,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Danup fraise,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Gervais le petit suisse,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
HIPRO Saveur Vanille,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Hipro,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Hipro façon stracciatella,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Hipro saveur mangue,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Jamila رايبي,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Moufid 7mr,Danone,,False,False,False,False,False,False,Dietary restrictions
SKYR,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Skyr nature,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Skyr nature 0%,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Skyr à Boire Goût Vanille,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Velouté Fraise,Danone,,False,False,False,False,False,False,Dietary restrictions
Velouté Vanille,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Yaourt Nature,Danone,,False,False,False,False,False,False,Dietary restrictions
Yaourt brassé sans sucre,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
danone,Danone,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
double zéro Cerise,Danone,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Danone skyr 140 g x 2 nature,"Danone, Danone of the world",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Danone le nature 125 g x 4,"Danone, Danone set plain",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
50CL EVIAN PLASTIQUE RECYCLE R,"Danone, Evian",,False,False,False,False,False,False,Dietary restrictions
Fjord nature 125 g x 4,"Danone, Fjord, Fjord nature",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
HiPRO Saveur Coco,"Danone, Hipro",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Actimel,"Danone,Actimel",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Geröstete Mandel Ohne Zucker,"Danone,Alpro",en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Hipro fruit citron,"Danone,Hipro,Hipro spoon",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
La salvetat,"Danone,La Salvetat",,False,False,False,False,False,False,Dietary restrictions
danonino,Danonino,,False,False,False,False,False,False,Dietary restrictions
Danpak Spreadable Slightly Salted,Danpack,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Couscous Moyen,Dari,,False,False,False,False,False,False,Dietary restrictions
Chocolate Negro,Dark Excelente,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Chocolat Noir 92% cacao,Dark Excellente,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Crema con avellanas,"Darlet, Ibercacao",,False,False,False,False,False,False,Dietary restrictions
Organic Bread,Dave's Killer Bread,"en:gluten, en:sesame-seeds",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Organic Bread 21 Whole Grains and Seeds,Dave's Killer Bread,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Fusilli No. 34,De Cecco,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Spaghetti n° 12,De Cecco,,False,False,False,False,False,False,Dietary restrictions
Peach Slices in Juices,Del Monte,,False,False,False,False,False,False,Dietary restrictions
Tarama Extra,"Delabli, l'atelier Blini","en:fish, en:gluten, en:milk",True,True,False,False,False,True,Declared allergens + Dietary restrictions
Délichoc Noir,Delacre,"en:eggs, en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,True,False,Declared allergens + Dietary restrictions
Delichoc Milk Chocolate Cookies,Delacre y,"en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
4 Greek Style Flatbreads,Deli Kitchen,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
6 carb lite wraps,Deli Kitchen,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Confiture d'abricot,Delicia,,False,False,False,False,False,False,Dietary restrictions
Delicia double concentre de tomates,Delicia,,False,False,False,False,False,False,Dietary restrictions
Double concentre de tomate,Delicia,,False,False,False,False,False,False,Dietary restrictions
Délicia - Confiture d'abricot,Delicia,,False,False,False,False,False,False,Dietary restrictions
Apple & Raisin Oat Bar,Deliciously Ella,,False,False,False,False,False,False,Dietary restrictions
Cacao & Almond Oat Bars,Deliciously Ella,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Cacao & Orange Oat Bars,Deliciously Ella,,False,False,False,False,False,False,Dietary restrictions
Peanut Butter Oat Bar,Deliciously Ella,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Peanut Butter Oat Bars,Deliciously Ella,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Colagen sabor limón,Deliplus,,False,False,False,False,False,False,Dietary restrictions
Magnesio + Vitaminas B1 B6 B12 sabor Naranja,Deliplus,,False,False,False,False,False,False,Dietary restrictions
Yaourt Grec 10%MG,Delta,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Multigrain Farmhouse,Deluxe,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Sourdough Crumpets,Deluxe,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Vegetable chips,Deluxe,,False,False,False,False,False,False,Dietary restrictions
Wholemeal Seeded Farmhouse Loaf,Deluxe,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Miel d'Acacia avec Rayon,"Deluxe, Lidl",,False,False,False,False,False,False,Dietary restrictions
British cold pressed rapeseed oil,"Deluxe, Lidl, Lidl Deluxe",,False,False,False,False,False,False,Dietary restrictions
5 Large Traditional Lebanese Flat Bread White,Dina,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Gemüse Brühwürfel,DmBio,,False,False,False,False,False,False,Dietary restrictions
Bio-Erdnussmus,"DmBio,Dm",en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Dolca chocolate negro,"Dolca,Nestlé",,False,False,False,False,False,False,Dietary restrictions
Simon life,Don Simón,,False,False,False,False,False,False,Dietary restrictions
SIMON LIFE,"Don Simón,J. Garcia Carrion",,False,False,False,False,False,False,Dietary restrictions
Limonada natural,"Don Simón,J. García Carrión",,False,False,False,False,False,False,Dietary restrictions
Chilli Heatwave Tortilla Chips,Doritos,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Doritos,Doritos,,False,False,False,False,False,False,Dietary restrictions
Doritos Cool Original 180g,Doritos,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Doritos goût nature,Doritos,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Doritos cheese,"Doritos,PepsiCo","en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Honey Granola,Dorset Cereals,"en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Nutty Granola,Dorset Cereals,"en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Simply Delicious Muesli,Dorset Cereals,"en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Simply Fruity muesli,Dorset cereals,"en:gluten, en:sulphur-dioxide-and-sulphites",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Lait U.H.T entier,Dost,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Lait UHT Entier,Dost,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Yaourt nature sans sucre,Dost,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
All Natural Avocado Oil Mayo,Dr Wills,"en:eggs, en:mustard",False,False,False,False,True,False,Declared allergens + Dietary restrictions
Protein Knäcke Kürbiskern,Dr. Karg's,"en:gluten, en:sesame-seeds",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Baking Powder,Dr. Oetker,,False,False,False,False,False,False,Dietary restrictions
Ristorante PIZZA TONNO,Dr. Oetker,"en:fish, en:gluten, en:milk, en:soybeans",True,True,False,True,False,True,Declared allergens + Dietary restrictions
Ristorante Pizza Vegetale,Dr. Oetker,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Sticks Bretzels d'Alsace L'original,Dr. Oetker,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pizza Mozzarella,Dr. Oetker Ristorante,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Sticks et bretzels d'Alsace,"Dr. Oetker, ANCEL",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Bretzels d'Alsace maxi,"Dr. Oetker, Ancel",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Cannelle moulue,"Ducros,McCormick",,False,False,False,False,False,False,Dietary restrictions
Pan de molde integral,Dulcesol,"en:gluten, en:milk, en:nuts",True,True,True,False,False,False,Declared allergens + Dietary restrictions
Pindakaas,Dulcetto,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
"Duval, Sirop De Grenadine 75CL",Duval,,False,False,False,False,False,False,Dietary restrictions
Lait demi-écrémé,DéLisse,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Lait demi-écrémé UHT,Délice,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Confiture de fraise,Délicia,,False,False,False,False,False,False,Dietary restrictions
Delicia,Délicia,,False,False,False,False,False,False,Dietary restrictions
Double concentré de tomates,Délicia,,False,False,False,False,False,False,Dietary restrictions
Délicia - confiture d'abricot,Délicia,,False,False,False,False,False,False,Dietary restrictions
Fromage blanc 0%,Délisse,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
"Fromage blanc au lait demi-écrémé, 3% de Mat. Gr.","Délisse, Marque Repère",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Lait demi-écrémé,"Délisse, Marque Repère, Scamark (Filiale E. Leclerc)",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Confiture de fraises,EL BARAKA,,False,False,False,False,False,False,Dietary restrictions
Les craquantes blé complet,EPI D'OR,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Pérou grand cru Amazonas 70% note de fruits rouges,ETHIQUABLE,,False,False,False,False,False,False,Dietary restrictions
Eyoo cover,EXCELO,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Crunchy Nut Bars with Peanuts & Chocolate,Eat Natural,"en:peanuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
"Low Sugar Granola, Wholegrain Oats, Almonds & Seeds",Eat Natural,"en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Protein Peanuts & Dark Chocolate,Eat Natural,"en:peanuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
Eat Natural Bar Peanut&Chocolate 45g,"Eat Natural, Handl norway as","en:peanuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
Lentil Chips - Sea Salt Flavour,Eat Real,,False,False,False,False,False,False,Dietary restrictions
Veggie Straws,Eat Real,,False,False,False,False,False,False,Dietary restrictions
Lentil chips,Eat real,,False,False,False,False,False,False,Dietary restrictions
Ain Saiss,Eau Minérale,,False,False,False,False,False,False,Dietary restrictions
Ain Atlas,Eau minérale naturelle des Montagnes d'Atlas,,False,False,False,False,False,False,Dietary restrictions
Blé tendre cuisson 10 min Ebly 500 g,Ebly,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
L'original,Ebly,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Le blé gourmand,Ebly,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Panzani spaghetti 500g,"Ebro Foods, Panzani",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Eau De Source De Montagne,Eco+ Leclerc eco,,False,False,False,False,False,False,Dietary restrictions
Tartines Craquantes Sarrasin,"Ekibio, Le Pain des Fleurs",,False,False,False,False,False,False,Dietary restrictions
Tartines craquantes au sarrasin,"Ekibio, Le pain des fleurs",,False,False,False,False,False,False,Dietary restrictions
Tartines craquantes au sarrasin imp,"Ekibio,Le pain des Fleurs",,False,False,False,False,False,False,Dietary restrictions
Pain de mie complet,Ekmek,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Confiture De Fraises 430 G,El Baraka,,False,False,False,False,False,False,Dietary restrictions
Confiture de fraise,El Baraka,,False,False,False,False,False,False,Dietary restrictions
Confiture de framboise,El Baraka,,False,False,False,False,False,False,Dietary restrictions
Tortilla con cebolla,"Elaborados Naturales de La Ribera, S.L.",en:eggs,False,False,False,False,True,False,Declared allergens + Dietary restrictions
Beurre à teneur réduite en matières grasses,Elle & Vire,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Carré Frais,Elle & Vire,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Carré Frais 0% Ail & Fines Herbes,Elle & Vire,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
La Crème Entière De Normandie 30%MG,Elle & Vire,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
La Crème Semi-Epaisse Si Légère 4%MG,"Elle & Vire, Elle et Vire",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Le Beurre Doux Leger 41%MG Barquette,"Elle & Vire, Savencia",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Le Beurre Tendre Demi-Sel Barquette,"Elle & Vire, Savencia",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Le Beurre Tendre Doux,"Elle & Vire, Savencia",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Le Léger 20%MG Doux Barquette,"Elle & Vire, Savencia",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Le Beurre De Condé-Sur-Vire Doux,"Elle & Vire,Savencia",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Elle & vire creme fraiche epaisse legere 12%mg poche 328g,Elle & vire,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Elle & vire creme fraiche epaisse entiere 30%mg poche 324g,"Elle & vire, Savencia",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Carré Frais - Nature,Elle&Vire,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Double,Elmlea,"en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Musli Oat biscuits (Blueberry),Emco,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Müsli oat biscuits,Emco,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
