product_name,brand,declared_allergens,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,source_dataset
Scottish Rough Oatcakes,Rivercote,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Tartines craquantes Froment,Rivercote,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Multigrain Crackers,Rivercote (LIDL),en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Sesame Crispbread with a naturally nutty flavour,"Rivercote, Lidl","en:gluten, en:sesame-seeds",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Double Concentrate Apple & Blackcurrant Squash No Added Sugar,Robinsons,en:apple,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Double Concentrate Orange Squash No Added Sugar,Robinsons,,False,False,False,False,False,False,Dietary restrictions
Robinsons Orange Squash,Robinsons,,False,False,False,False,False,False,Dietary restrictions
Fruity Black Currants,Rocks,en:apple,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Juicy Oranges Whole Fruit Squash,Rocks,,False,False,False,False,False,False,Dietary restrictions
Biscottes Aixoises,Roger,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Frutas Mezcladas,Rostoy,,False,False,False,False,False,False,Dietary restrictions
Rostoy melocotón 1l,Rostoy,,False,False,False,False,False,False,Dietary restrictions
Mélanges de fruits,Rostoy Selección,en:orange,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Malted Bloomer,Rowan Hill,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
6 Wholemeal Pitta Breads,Rowan Hill Bakery,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Plain Tortilla Wraps,Rowan Hill Bakery,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Honey,Rowse,,False,False,False,False,False,False,Dietary restrictions
LIGHT & MILD honey,Rowse,,False,False,False,False,False,False,Dietary restrictions
Organic Honey,Rowse,,False,False,False,False,False,False,Dietary restrictions
Runny Honey,Rowse,,False,False,False,False,False,False,Dietary restrictions
Eau Minérale Naturelle Pétillante,Rozana,,False,False,False,False,False,False,Dietary restrictions
Oat Organic Drink,Rude Health,,False,False,False,False,False,False,Dietary restrictions
RUDE Almond Organic Drink imp,Rude health,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
gnocchi di patate,Rummo,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Dark Rye Crispbread,Ryvita,,False,False,False,False,False,False,Dietary restrictions
Fruit Crunch Crisp,Ryvita,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Rosemary & Sea Salt Thins,Ryvita,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Simply Sesame,Ryvita,"en:gluten, en:sesame-seeds",True,False,False,False,False,False,Declared allergens + Dietary restrictions
The Original Crunchy Rye Breads,Ryvita,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Thins Multi-Seed Flatbreads,Ryvita,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Wholegrain Ryvita Crackerbread,Ryvita,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Tube caramel beurre salé,Régilait,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
lait demi écrémé,Régilait,"en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Lait concentré sucré en tube Format Économique ♦,Régilait®,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Tchico peanuts,Révey,"en:peanuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
Vegane Pommersche - Schnittlauch,Rügenwalder Mühle,,False,False,False,False,False,False,Dietary restrictions
Veganer Schinken-Spicker Grillgemüse,Rügenwalder Mühle,,False,False,False,False,False,False,Dietary restrictions
Veganer Schinken-Spicker Mortadella,Rügenwalder Mühle,,False,False,False,False,False,False,Dietary restrictions
Veganer Schinkenspicker Schnittlauch,Rügenwalder Mühle,,False,False,False,False,False,False,Dietary restrictions
Classic Basil Pesto,SACLA',"en:milk, en:nuts",False,True,True,False,False,False,Declared allergens + Dietary restrictions
PESTO Sun-Dried TOMATO,SACLA',"en:eggs, en:milk, en:nuts, en:sulphur-dioxide-and-sulphites",False,True,True,False,True,False,Declared allergens + Dietary restrictions
Le Jambon Supérieur sans couenne sans nitrite,SAINT ALBY,,False,False,False,False,False,False,Dietary restrictions
Gâche tranchée,SAVEURS DE NOS RÉGIONS,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Major,SAÏDA,"en:gluten, en:milk, en:nuts, en:soybeans, en:sulphur-dioxide-and-sulphites",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Marrakech orange 1l,SELECTION,,False,False,False,False,False,False,Dietary restrictions
"Chocolate Bar, snickers","SNICKERS, Mars","en:eggs, en:milk, en:nuts, en:peanuts, en:soybeans",False,True,True,True,True,False,Declared allergens + Dietary restrictions
Scottish porridge oats,SO,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Biscuits au Germe de Blé Soja et Orange,SONDEY,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Special k,SPECIAL K,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Saint Moret bio,"ST MÔRET, Savencia",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Sabra Houmous Extra,Sabra,en:sesame-seeds,False,False,False,False,False,False,Declared allergens + Dietary restrictions
eau minérale naturelle,Sabrine,,False,False,False,False,False,False,Dietary restrictions
Organic végétarian pesto,Saclà,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Sauce Arrabiata,Saclà,,False,False,False,False,False,False,Dietary restrictions
Vegan Basil Pesto,Saclà,"en:nuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
Safia,"Safia,Sfbt,صافية",,False,False,False,False,False,False,Dietary restrictions
Eau de source,Saguaro,,False,False,False,False,False,False,Dietary restrictions
Eau de source de montagne,Saguaro,,False,False,False,False,False,False,Dietary restrictions
Finement pétillante,Saguaro,,False,False,False,False,False,False,Dietary restrictions
Saida eau minérale,Saida,,False,False,False,False,False,False,Dietary restrictions
80% Dark Chocolate,Sainsbury's,,False,False,False,False,False,False,Dietary restrictions
Butter beans in water,Sainsbury's,en:sulphur-dioxide-and-sulphites,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Classic Houmous,Sainsbury's,en:sesame-seeds,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Coconut Milk,Sainsbury's,en:sulphur-dioxide-and-sulphites,False,False,False,False,False,False,Declared allergens + Dietary restrictions
FULL FAT SOFT CHEESE,Sainsbury's,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
"Fruit, Nut and Seed Muesli",Sainsbury's,"en:apple, en:gluten, en:nuts, en:sulphur-dioxide-and-sulphites",True,False,True,False,False,False,Declared allergens + Dietary restrictions
GREEK STYLE NATURAL YOGURT,Sainsbury's,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Gnocchi,Sainsbury's,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Greek PDO feta cheese,Sainsbury's,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Greek Style Yogurt,Sainsbury's,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
High Fibre Bran,Sainsbury's,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Lentil Dhal Soup,Sainsbury's,,False,False,False,False,False,False,Dietary restrictions
Lightly sea salted,Sainsbury's,,False,False,False,False,False,False,Dietary restrictions
Natural yogurt,Sainsbury's,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
"Raisin, Nut & Honey Granola",Sainsbury's,"en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Red Kidney Beans in water,Sainsbury's,,False,False,False,False,False,False,Dietary restrictions
Runny Honey,Sainsbury's,,False,False,False,False,False,False,Dietary restrictions
SEMI SKIMMED 1.8% FAT MILK,Sainsbury's,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
SO Organic Tomato Ketchup,Sainsbury's,,False,False,False,False,False,False,Dietary restrictions
SO organic Mayonnaise,Sainsbury's,en:eggs,False,False,False,False,True,False,Declared allergens + Dietary restrictions
Sainsbury's San Francisco Style Sourdough,Sainsbury's,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Scottish Whole Rolled Oats,Sainsbury's,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Seeded Sourdough Half Bloomer,Sainsbury's,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Shortbread All Butter Fingers,Sainsbury's,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Smoky Roasted Red Pepper Houmous,Sainsbury's,,False,False,False,False,False,False,Dietary restrictions
"Spicy tomato, lentil and red pepper soup",Sainsbury's,,False,False,False,False,False,False,Dietary restrictions
Spinach Ricotta Tortelloni,Sainsbury's,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Tortilla Wraps,Sainsbury's,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
WHOLEMEAL PITTAS,Sainsbury's,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Wholegrain Malties,Sainsbury's,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
cornflakes,Sainsbury's,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
green lentils in water,Sainsbury's,,False,False,False,False,False,False,Dietary restrictions
White Sourdough Half Bloomer,Sainsbury's Taste the Difference,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Just Snax Tortilla Chips,Sainsbury's basics,,False,False,False,False,False,False,Dietary restrictions
MULTISEED WHOLEMEAL FARMHOUSE LOAF,Sainsbury's taste the difference,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Single Estate Venezuelan Dark clChocolate,Sainsbury's taste the difference,,False,False,False,False,False,False,Dietary restrictions
Tomato Ketchup,"Sainsbury's, By Sainsbury's",,False,False,False,False,False,False,Dietary restrictions
Rough Oatcakes,"Sainsbury's, By sainsbury's",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Reduced Salt Yeast Extract (Marmite),"Sainsbury's, By sainsbury's, Sainsburys",,False,False,False,False,False,False,Dietary restrictions
Chickpeas in water,"Sainsbury's, Greencane paper",en:sulphur-dioxide-and-sulphites,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Sainsbury's Italian Passata,"Sainsbury's, Sainsburys, By sainsbury's",,False,False,False,False,False,False,Dietary restrictions
Super Firm Tofu,"Sainsbury's, So Organic",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Baked Beans in Tomato Sauce,"Sainsbury's,Hubbard's Foodstore",,False,False,False,False,False,False,Dietary restrictions
Organic Houmous,"Sainsbury's,So Organic",en:sesame-seeds,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Italian Tomato Purée Double Concentrate,"Sainsbury's,by sainsbury's",,False,False,False,False,False,False,Dietary restrictions
Salted English Butter,"Sainsbury's,by sainsbury's",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Unsalted English Butter,"Sainsbury's,by sainsbury's",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Black beans in water,Sainsburys,,False,False,False,False,False,False,Dietary restrictions
Cannellini Beans,Sainsburys,,False,False,False,False,False,False,Dietary restrictions
Ugandan dark chocolate,"Sainsburys,Sainsbury's",,False,False,False,False,False,False,Dietary restrictions
Olive oil,Sainsbury’s,,False,False,False,False,False,False,Dietary restrictions
Baked Beans in tomato sauce,Sainsbury’s Organic,,False,False,False,False,False,False,Dietary restrictions
Saint Agur,"Saint Agur, Savencia",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Saint Agur Crème,"Saint Agur, Savencia",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Saint Albray gourmand & crémeux,"Saint Albray, Savencia",,False,False,False,False,False,False,Dietary restrictions
St hubert omega 3 255 g doux,"Saint Hubert,St hubert omega 3",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
St Amand Eau Minérale Naturelle 1L5,Saint amand,,False,False,False,False,False,False,Dietary restrictions
Pack Cassonade Saint Louis 650g,Saint louis,,False,False,False,False,False,False,Dietary restrictions
Pack Sucre en Poudre 650g,Saint louis,,False,False,False,False,False,False,Dietary restrictions
Sucre Cassonade,Saint louis,,False,False,False,False,False,False,Dietary restrictions
